sheet,record,cell,action,field,before,after
Properties,V001234,P1237,Edited,Data status,Published value,Retired duplicate record
Properties,V001234,AA1237,Edited,Notes,Not applicable,Retired 2026-09-13: duplicate of the same record under G065-01
Properties,V001235,P1238,Edited,Data status,Published value,Retired duplicate record
Properties,V001235,AA1238,Edited,Notes,Not applicable,Retired 2026-09-13: duplicate of the same record under G065-01
Use & durability,Q00223,J226,Edited,Evidence type,Manufacturer statement,Retired duplicate record
Grades,G044-01,H58,Edited,Availability,Not published,Retired mapping; audit trail only
Grades,G044-01,J58,Edited,Selected-grade rationale,Documented commercial formulation; traceable manufacturer evidence,"Retired 2026-09-13: duplicate of G046-01, the same data sheet filed under another material. Every measurement and evidence record has an identical twin under G046-01"
Properties,V001689,P1692,Edited,Data status,Published value,Retired duplicate record
Properties,V001689,AA1692,Edited,Notes,Manually reviewed source table.,Retired 2026-09-13: duplicate of the same record under G046-01
Properties,V001691,P1694,Edited,Data status,Published value,Retired duplicate record
Properties,V001691,AA1694,Edited,Notes,Manually reviewed source table.,Retired 2026-09-13: duplicate of the same record under G046-01
Properties,V001693,P1696,Edited,Data status,Published value,Retired duplicate record
Properties,V001693,AA1696,Edited,Notes,Manually reviewed source table.,Retired 2026-09-13: duplicate of the same record under G046-01
Grades,G050-02,A155:M155,Added,,,
Grades,G062-03,H82,Edited,Availability,Not published,Retired mapping; audit trail only
Grades,G062-03,J82,Edited,Selected-grade rationale,Documented commercial formulation; traceable manufacturer evidence,"Retired 2026-09-13: re-filed as G050-02 under M050. iSANMATE PA6 CF is a PA6-CF (TDS: ""PA6 CF"")"
Sources,I-PA6-CF-TDS,J82,Edited,Applicable grades,G062-03,G050-02 (re-filed 2026-09-13 from G062-03)
Properties,V001155,B1158,Edited,MaterialID,M062,M050
Properties,V001155,C1158,Edited,GradeID,G062-03,G050-02
Properties,V001156,B1159,Edited,MaterialID,M062,M050
Properties,V001156,C1159,Edited,GradeID,G062-03,G050-02
Properties,V001157,B1160,Edited,MaterialID,M062,M050
Properties,V001157,C1160,Edited,GradeID,G062-03,G050-02
Properties,V001158,B1161,Edited,MaterialID,M062,M050
Properties,V001158,C1161,Edited,GradeID,G062-03,G050-02
Properties,V001159,B1162,Edited,MaterialID,M062,M050
Properties,V001159,C1162,Edited,GradeID,G062-03,G050-02
Properties,V001160,B1163,Edited,MaterialID,M062,M050
Properties,V001160,C1163,Edited,GradeID,G062-03,G050-02
Properties,V001161,B1164,Edited,MaterialID,M062,M050
Properties,V001161,C1164,Edited,GradeID,G062-03,G050-02
Properties,V001162,B1165,Edited,MaterialID,M062,M050
Properties,V001162,C1165,Edited,GradeID,G062-03,G050-02
Print setup,P0079,B82,Edited,MaterialID,M062,M050
Print setup,P0079,C82,Edited,GradeID,G062-03,G050-02
Grades,G051-02,A156:M156,Added,,,
Grades,G063-01,H83,Edited,Availability,Not published,Retired mapping; audit trail only
Grades,G063-01,J83,Edited,Selected-grade rationale,Documented commercial formulation; traceable manufacturer evidence,"Retired 2026-09-13: re-filed as G051-02 under M051. 3DXTECH AmideX PA6-GF30 is a PA6-GF (TDS title ""AmideX PA6-GF30 Glass Fiber Nylon"")"
Sources,X-AMIDEX-Nylon-GF30-TDS-v1,J83,Edited,Applicable grades,G063-01,G051-02 (re-filed 2026-09-13 from G063-01)
Properties,V001163,B1166,Edited,MaterialID,M063,M051
Properties,V001163,C1166,Edited,GradeID,G063-01,G051-02
Properties,V001164,B1167,Edited,MaterialID,M063,M051
Properties,V001164,C1167,Edited,GradeID,G063-01,G051-02
Properties,V001165,B1168,Edited,MaterialID,M063,M051
Properties,V001165,C1168,Edited,GradeID,G063-01,G051-02
Properties,V001166,B1169,Edited,MaterialID,M063,M051
Properties,V001166,C1169,Edited,GradeID,G063-01,G051-02
Properties,V001167,B1170,Edited,MaterialID,M063,M051
Properties,V001167,C1170,Edited,GradeID,G063-01,G051-02
Properties,V001168,B1171,Edited,MaterialID,M063,M051
Properties,V001168,C1171,Edited,GradeID,G063-01,G051-02
Properties,V001169,B1172,Edited,MaterialID,M063,M051
Properties,V001169,C1172,Edited,GradeID,G063-01,G051-02
Properties,V001170,B1173,Edited,MaterialID,M063,M051
Properties,V001170,C1173,Edited,GradeID,G063-01,G051-02
Print setup,P0080,B83,Edited,MaterialID,M063,M051
Print setup,P0080,C83,Edited,GradeID,G063-01,G051-02
Prices CA,CA0095,B98,Edited,MaterialID,M063,M051
Prices CA,CA0095,C98,Edited,GradeID,G063-01,G051-02
Prices CA,CA0095,M98,Edited,Headline sample,1,0
Prices CA,CA0101,B104,Edited,MaterialID,M063,M051
Prices CA,CA0101,C104,Edited,GradeID,G063-01,G051-02
Grades,G051-03,A157:M157,Added,,,
Grades,G063-02,H84,Edited,Availability,Not published,Retired mapping; audit trail only
Grades,G063-02,J84,Edited,Selected-grade rationale,Documented commercial formulation; traceable manufacturer evidence,"Retired 2026-09-13: re-filed as G051-03 under M051. Polymaker PolyMide PA6-GF is a PA6-GF (TDS: ""a glass fiber reinforced PA6 (Nylon 6) filament"")"
Sources,S-POLYCN-PolyMide-PA6-GF-TDS-V5-1,J84,Edited,Applicable grades,G063-02,G051-03 (re-filed 2026-09-13 from G063-02)
Properties,V001171,B1174,Edited,MaterialID,M063,M051
Properties,V001171,C1174,Edited,GradeID,G063-02,G051-03
Properties,V001172,B1175,Edited,MaterialID,M063,M051
Properties,V001172,C1175,Edited,GradeID,G063-02,G051-03
Properties,V001173,B1176,Edited,MaterialID,M063,M051
Properties,V001173,C1176,Edited,GradeID,G063-02,G051-03
Properties,V001174,B1177,Edited,MaterialID,M063,M051
Properties,V001174,C1177,Edited,GradeID,G063-02,G051-03
Properties,V001175,B1178,Edited,MaterialID,M063,M051
Properties,V001175,C1178,Edited,GradeID,G063-02,G051-03
Properties,V001176,B1179,Edited,MaterialID,M063,M051
Properties,V001176,C1179,Edited,GradeID,G063-02,G051-03
Properties,V001177,B1180,Edited,MaterialID,M063,M051
Properties,V001177,C1180,Edited,GradeID,G063-02,G051-03
Properties,V001178,B1181,Edited,MaterialID,M063,M051
Properties,V001178,C1181,Edited,GradeID,G063-02,G051-03
Properties,V001179,B1182,Edited,MaterialID,M063,M051
Properties,V001179,C1182,Edited,GradeID,G063-02,G051-03
Properties,V001180,B1183,Edited,MaterialID,M063,M051
Properties,V001180,C1183,Edited,GradeID,G063-02,G051-03
Properties,V001181,B1184,Edited,MaterialID,M063,M051
Properties,V001181,C1184,Edited,GradeID,G063-02,G051-03
Properties,V001182,B1185,Edited,MaterialID,M063,M051
Properties,V001182,C1185,Edited,GradeID,G063-02,G051-03
Properties,V001183,B1186,Edited,MaterialID,M063,M051
Properties,V001183,C1186,Edited,GradeID,G063-02,G051-03
Properties,V001184,B1187,Edited,MaterialID,M063,M051
Properties,V001184,C1187,Edited,GradeID,G063-02,G051-03
Properties,V001185,B1188,Edited,MaterialID,M063,M051
Properties,V001185,C1188,Edited,GradeID,G063-02,G051-03
Properties,V001186,B1189,Edited,MaterialID,M063,M051
Properties,V001186,C1189,Edited,GradeID,G063-02,G051-03
Properties,V001187,B1190,Edited,MaterialID,M063,M051
Properties,V001187,C1190,Edited,GradeID,G063-02,G051-03
Properties,V001188,B1191,Edited,MaterialID,M063,M051
Properties,V001188,C1191,Edited,GradeID,G063-02,G051-03
Properties,V001189,B1192,Edited,MaterialID,M063,M051
Properties,V001189,C1192,Edited,GradeID,G063-02,G051-03
Properties,V001190,B1193,Edited,MaterialID,M063,M051
Properties,V001190,C1193,Edited,GradeID,G063-02,G051-03
Properties,V001191,B1194,Edited,MaterialID,M063,M051
Properties,V001191,C1194,Edited,GradeID,G063-02,G051-03
Properties,V001192,B1195,Edited,MaterialID,M063,M051
Properties,V001192,C1195,Edited,GradeID,G063-02,G051-03
Properties,V001193,B1196,Edited,MaterialID,M063,M051
Properties,V001193,C1196,Edited,GradeID,G063-02,G051-03
Properties,V001194,B1197,Edited,MaterialID,M063,M051
Properties,V001194,C1197,Edited,GradeID,G063-02,G051-03
Properties,V001195,B1198,Edited,MaterialID,M063,M051
Properties,V001195,C1198,Edited,GradeID,G063-02,G051-03
Properties,V001196,B1199,Edited,MaterialID,M063,M051
Properties,V001196,C1199,Edited,GradeID,G063-02,G051-03
Properties,V001197,B1200,Edited,MaterialID,M063,M051
Properties,V001197,C1200,Edited,GradeID,G063-02,G051-03
Properties,V001198,B1201,Edited,MaterialID,M063,M051
Properties,V001198,C1201,Edited,GradeID,G063-02,G051-03
Properties,V001199,B1202,Edited,MaterialID,M063,M051
Properties,V001199,C1202,Edited,GradeID,G063-02,G051-03
Print setup,P0081,B84,Edited,MaterialID,M063,M051
Print setup,P0081,C84,Edited,GradeID,G063-02,G051-03
Use & durability,Q00216,B219,Edited,MaterialID,M063,M051
Use & durability,Q00216,C219,Edited,GradeID,G063-02,G051-03
Use & durability,Q00217,B220,Edited,MaterialID,M063,M051
Use & durability,Q00217,C220,Edited,GradeID,G063-02,G051-03
Use & durability,Q00218,B221,Edited,MaterialID,M063,M051
Use & durability,Q00218,C221,Edited,GradeID,G063-02,G051-03
Use & durability,Q00219,B222,Edited,MaterialID,M063,M051
Use & durability,Q00219,C222,Edited,GradeID,G063-02,G051-03
Use & durability,Q00220,B223,Edited,MaterialID,M063,M051
Use & durability,Q00220,C223,Edited,GradeID,G063-02,G051-03
Use & durability,Q00221,B224,Edited,MaterialID,M063,M051
Use & durability,Q00221,C224,Edited,GradeID,G063-02,G051-03
Use & durability,Q00222,B225,Edited,MaterialID,M063,M051
Use & durability,Q00222,C225,Edited,GradeID,G063-02,G051-03
Grades,G039-03,A158:M158,Added,,,
Grades,G044-02,H59,Edited,Availability,Not published,Retired mapping; audit trail only
Grades,G044-02,J59,Edited,Selected-grade rationale,Documented commercial formulation; traceable manufacturer evidence,Retired 2026-09-13: re-filed as G039-03 under M039. Polymaker PolyFlex TPU90 is a TPU
Sources,S-POLYCN-PolyFlex-TPU90-TDS-V5-1,J67,Edited,Applicable grades,G044-02,G039-03 (re-filed 2026-09-13 from G044-02)
Properties,V000835,B838,Edited,MaterialID,M044,M039
Properties,V000835,C838,Edited,GradeID,G044-02,G039-03
Properties,V000836,B839,Edited,MaterialID,M044,M039
Properties,V000836,C839,Edited,GradeID,G044-02,G039-03
Properties,V000837,B840,Edited,MaterialID,M044,M039
Properties,V000837,C840,Edited,GradeID,G044-02,G039-03
Print setup,P0056,B59,Edited,MaterialID,M044,M039
Print setup,P0056,C59,Edited,GradeID,G044-02,G039-03
Use & durability,Q00165,B168,Edited,MaterialID,M044,M039
Use & durability,Q00165,C168,Edited,GradeID,G044-02,G039-03
Use & durability,Q00166,B169,Edited,MaterialID,M044,M039
Use & durability,Q00166,C169,Edited,GradeID,G044-02,G039-03
Use & durability,Q00167,B170,Edited,MaterialID,M044,M039
Use & durability,Q00167,C170,Edited,GradeID,G044-02,G039-03
Use & durability,Q00168,B171,Edited,MaterialID,M044,M039
Use & durability,Q00168,C171,Edited,GradeID,G044-02,G039-03
Use & durability,Q00169,B172,Edited,MaterialID,M044,M039
Use & durability,Q00169,C172,Edited,GradeID,G044-02,G039-03
Use & durability,Q00170,B173,Edited,MaterialID,M044,M039
Use & durability,Q00170,C173,Edited,GradeID,G044-02,G039-03
Materials,M047,Y53,Edited,Scope,H2C-relevant,Family entry
Materials,M047,E53,Edited,Representative grade,G047-01,Not published
Materials,M047,AH53,Edited,GradeIDs,G047-01; G047-02; G047-03,Not published
Materials,M047,F53,Edited,Nozzle guidance,250 – 270 (℃),Not published
Materials,M047,G53,Edited,Bed guidance,25 - 50 (˚C),Not published
Materials,M047,H53,Edited,Chamber guidance,40 - 60 (˚C),Not published
Materials,M047,I53,Edited,Printing evidence,P0060; Q00359,Q00359
Materials,M047,J53,Edited,Density kg/m³,1120,Not published
Materials,M047,K53,Edited,Tensile modulus XY GPa,2.223,Not published
Materials,M047,L53,Edited,Tensile strength XY MPa,66.2,Not published
Materials,M047,M53,Edited,Elongation at break XY %,9.9,Not published
Materials,M047,N53,Edited,Mechanical evidence,V000854; V000862; V000864; V000866,Not applicable
Materials,M047,O53,Edited,Measurement conditions,Dried before testing (see preparation) / All specimens were annealed at 80˚C for 30min and dried for 48h prior to testing; Conditioned: 70% RH / All specimens were annealed at 80˚C for 30min and dried for 48h prior to testing,Not applicable: family entry
Materials,M047,P53,Edited,HDT 0.45 MPa °C,110.5,Not published
Materials,M047,Q53,Edited,Thermal evidence,V000860,Not applicable
Materials,M047,R53,Edited,Price CAD/kg,162.65333333333334,Not available in sampled Canadian market
Materials,M047,S53,Edited,Price evidence,CA0098,Not applicable
Materials,M047,T53,Edited,Price basis,"1 in-stock regular-price observation(s), before tax/shipping",Family entry: no product of its own
Materials,M047,AK53,Edited,Use evidence,Q00177; Q00298,Q00298
Materials,M047,AL53,Edited,Environmental evidence,Q00171; Q00172; Q00173; Q00174; Q00175; Q00176; Q00299,Q00299
Materials,M047,AI53,Edited,Headline basis,Single-grade observations; not a polymer-family range,Family entry: no values of its own; see its member materials
Materials,M047,AG53,Edited,Identity notes,Not applicable,"PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612. Until 2026-09-13 this row held products that belong to those rows, so their numbers appeared twice; the products now live only in their own rows (docs/audits/2026-09-13-duplicate-products/)."
Materials,M062,Y68,Edited,Scope,H2C-relevant,Family entry
Materials,M062,E68,Edited,Representative grade,G062-01,Not published
Materials,M062,AH68,Edited,GradeIDs,G062-01; G062-02; G062-03,Not published
Materials,M062,F68,Edited,Nozzle guidance,265-285C,Not published
Materials,M062,G68,Edited,Bed guidance,90-110C,Not published
Materials,M062,H68,Edited,Chamber guidance,Recommended,Not published
Materials,M062,I68,Edited,Printing evidence,P0144,Not applicable
Materials,M062,J68,Edited,Density kg/m³,1160,Not published
Materials,M062,K68,Edited,Tensile modulus XY GPa,8,Not published
Materials,M062,L68,Edited,Tensile strength XY MPa,Not published,Not published
Materials,M062,M68,Edited,Elongation at break XY %,2.1,Not published
Materials,M062,N68,Edited,Mechanical evidence,V001118; V001120; V001121,Not applicable
Materials,M062,O68,Edited,Measurement conditions,Not published / Not published,Not applicable: family entry
Materials,M062,P68,Edited,HDT 0.45 MPa °C,150,Not published
Materials,M062,Q68,Edited,Thermal evidence,V001125,Not applicable
Materials,M062,R68,Edited,Price CAD/kg,Not available in sampled Canadian market,Not available in sampled Canadian market
Materials,M062,S68,Edited,Price evidence,Not applicable,Not applicable
Materials,M062,T68,Edited,Price basis,No eligible grade-matched offer in sampled Canadian storefronts,Family entry: no product of its own
Materials,M062,AK68,Edited,Use evidence,Q00215,Not applicable
Materials,M062,AL68,Edited,Environmental evidence,Not published,Not applicable
Materials,M062,AI68,Edited,Headline basis,Single-grade observations; not a polymer-family range,Family entry: no values of its own; see its member materials
Materials,M062,AG68,Edited,Identity notes,Not applicable,"PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF. Until 2026-09-13 this row held products that belong to those rows, so their numbers appeared twice; the products now live only in their own rows (docs/audits/2026-09-13-duplicate-products/)."
Materials,M063,Y69,Edited,Scope,H2C-relevant,Family entry
Materials,M063,E69,Edited,Representative grade,G063-01,Not published
Materials,M063,AH69,Edited,GradeIDs,G063-01; G063-02,Not published
Materials,M063,F69,Edited,Nozzle guidance,Not published,Not published
Materials,M063,G69,Edited,Bed guidance,Not published,Not published
Materials,M063,H69,Edited,Chamber guidance,Not published,Not published
Materials,M063,I69,Edited,Printing evidence,P0080,Not applicable
Materials,M063,J69,Edited,Density kg/m³,1350,Not published
Materials,M063,K69,Edited,Tensile modulus XY GPa,4.261,Not published
Materials,M063,L69,Edited,Tensile strength XY MPa,Not published,Not published
Materials,M063,M69,Edited,Elongation at break XY %,6,Not published
Materials,M063,N69,Edited,Mechanical evidence,V001163; V001165; V001166,Not applicable
Materials,M063,O69,Edited,Measurement conditions,Not published / Not published,Not applicable: family entry
Materials,M063,P69,Edited,HDT 0.45 MPa °C,186,Not published
Materials,M063,Q69,Edited,Thermal evidence,V001170,Not applicable
Materials,M063,R69,Edited,Price CAD/kg,162.65333333333334,Not available in sampled Canadian market
Materials,M063,S69,Edited,Price evidence,CA0095,Not applicable
Materials,M063,T69,Edited,Price basis,"1 in-stock regular-price observation(s), before tax/shipping",Family entry: no product of its own
Materials,M063,AK69,Edited,Use evidence,Q00222,Not applicable
Materials,M063,AL69,Edited,Environmental evidence,Q00216; Q00217; Q00218; Q00219; Q00220; Q00221,Not applicable
Materials,M063,AI69,Edited,Headline basis,Single-grade observations; not a polymer-family range,Family entry: no values of its own; see its member materials
Materials,M063,AG69,Edited,Identity notes,Not applicable,"PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF. Until 2026-09-13 this row held products that belong to those rows, so their numbers appeared twice; the products now live only in their own rows (docs/audits/2026-09-13-duplicate-products/)."
Materials,M044,Y50,Edited,Scope,H2C-relevant,Family entry
Materials,M044,E50,Edited,Representative grade,G044-01,Not published
Materials,M044,AH50,Edited,GradeIDs,G044-01; G044-02,Not published
Materials,M044,F50,Edited,Nozzle guidance,220–240°C,Not published
Materials,M044,G50,Edited,Bed guidance,20–60°C,Not published
Materials,M044,H50,Edited,Chamber guidance,No setpoint published ('-' in TDS),Not published
Materials,M044,I50,Edited,Printing evidence,P0055,Not applicable
Materials,M044,J50,Edited,Density kg/m³,1150,Not published
Materials,M044,K50,Edited,Tensile modulus XY GPa,Not published,Not published
Materials,M044,L50,Edited,Tensile strength XY MPa,Not published,Not published
Materials,M044,M50,Edited,Elongation at break XY %,Not published,Not published
Materials,M044,N50,Edited,Mechanical evidence,V001689,Not applicable
Materials,M044,O50,Edited,Measurement conditions,Not published / Not published,Not applicable: family entry
Materials,M044,P50,Edited,HDT 0.45 MPa °C,Not published,Not published
Materials,M044,Q50,Edited,Thermal evidence,Not applicable,Not applicable
Materials,M044,R50,Edited,Price CAD/kg,Not available in sampled Canadian market,Not available in sampled Canadian market
Materials,M044,S50,Edited,Price evidence,Not applicable,Not applicable
Materials,M044,T50,Edited,Price basis,No eligible grade-matched offer in sampled Canadian storefronts,Family entry: no product of its own
Materials,M044,AK50,Edited,Use evidence,Q00294; Q00295; Q00296; Q00297,Q00294; Q00295; Q00296; Q00297
Materials,M044,AL50,Edited,Environmental evidence,Q00165; Q00166; Q00167; Q00168; Q00169; Q00170,Not applicable
Materials,M044,AI50,Edited,Headline basis,Single-grade observations; not a polymer-family range,Family entry: no values of its own; see its member materials
Materials,M044,AG50,Edited,Identity notes,Not applicable,"TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC. Until 2026-09-13 this row held products that belong to those rows, so their numbers appeared twice; the products now live only in their own rows (docs/audits/2026-09-13-duplicate-products/)."
Materials,M061,Y67,Edited,Scope,H2C-relevant,Family entry
Materials,M061,E67,Edited,Representative grade,G061-01,Not published
Materials,M061,AH67,Edited,GradeIDs,G061-01; G061-02,Not published
Materials,M061,F67,Edited,Nozzle guidance,250 – 270 (℃),Not published
Materials,M061,G67,Edited,Bed guidance,25 - 50 (˚C),Not published
Materials,M061,H67,Edited,Chamber guidance,40 - 60 (˚C),Not published
Materials,M061,I67,Edited,Printing evidence,P0075,Not applicable
Materials,M061,J67,Edited,Density kg/m³,1120,Not published
Materials,M061,K67,Edited,Tensile modulus XY GPa,2.223,Not published
Materials,M061,L67,Edited,Tensile strength XY MPa,66.2,Not published
Materials,M061,M67,Edited,Elongation at break XY %,9.9,Not published
Materials,M061,N67,Edited,Mechanical evidence,V001081; V001089; V001091; V001093,Not applicable
Materials,M061,O67,Edited,Measurement conditions,Dried before testing (see preparation) / All specimens were annealed at 80˚C for 30min and dried for 48h prior to testing; Conditioned: 70% RH / All specimens were annealed at 80˚C for 30min and dried for 48h prior to testing,Not applicable: family entry
Materials,M061,P67,Edited,HDT 0.45 MPa °C,110.5,Not published
Materials,M061,Q67,Edited,Thermal evidence,V001087,Not applicable
Materials,M061,R67,Edited,Price CAD/kg,Not available in sampled Canadian market,Not available in sampled Canadian market
Materials,M061,S67,Edited,Price evidence,Not applicable,Not applicable
Materials,M061,T67,Edited,Price basis,No eligible grade-matched offer in sampled Canadian storefronts,Family entry: no product of its own
Materials,M061,AK67,Edited,Use evidence,Q00214,Not applicable
Materials,M061,AL67,Edited,Environmental evidence,Q00208; Q00209; Q00210; Q00211; Q00212; Q00213,Not applicable
Materials,M061,AI67,Edited,Headline basis,Single-grade observations; not a polymer-family range,Family entry: no values of its own; see its member materials
Materials,M061,AG67,Edited,Identity notes,Not applicable,"CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers. Until 2026-09-13 this row held products that belong to those rows, so their numbers appeared twice; the products now live only in their own rows (docs/audits/2026-09-13-duplicate-products/)."
Materials,M050,AH56,Edited,GradeIDs,G050-01,G050-01; G050-02
Materials,M051,AH57,Edited,GradeIDs,G051-01,G051-01; G051-02; G051-03
Materials,M051,AL57,Edited,Environmental evidence,Q00447; Q00448; Q00449; Q00450; Q00451,Q00447; Q00448; Q00449; Q00450; Q00451; Q00216; Q00217; Q00218; Q00219; Q00220; Q00221
Materials,M051,AK57,Edited,Use evidence,Not applicable,Q00222
Materials,M039,AH45,Edited,GradeIDs,G039-01; G039-02,G039-01; G039-02; G039-03
Materials,M039,AL45,Edited,Environmental evidence,Q00149; Q00150; Q00151; Q00152; Q00153; Q00154; Q00297,Q00149; Q00150; Q00151; Q00152; Q00153; Q00154; Q00297; Q00165; Q00166; Q00167; Q00168; Q00169; Q00170
Materials,M064,AH70,Edited,GradeIDs,G064-01; G064-02,G064-01
Materials,M064,AK70,Edited,Use evidence,Q00223,Not applicable
Print setup,P0082,E85,Edited,Nozzle °C,Not published,265-285 °C
Print setup,P0082,F85,Edited,Bed °C,Not published,90-110 °C
Materials,M064,F70,Edited,Nozzle guidance,Not published,265-285 °C
Materials,M064,G70,Edited,Bed guidance,Not published,90-110 °C
Grades,G008-01,E145,Edited,Shared formulation key,R-POLYMAKER-PANCHROMA-TDS-V2-1,R-POLYMAKER-PANCHROMA-TDS-V2-1#Silk
Grades,G091-02,E147,Edited,Shared formulation key,R-POLYMAKER-PANCHROMA-TDS-V2-1,R-POLYMAKER-PANCHROMA-TDS-V2-1#CoPE
Coverage,C00011,D14,Edited,Status,Gap,Not applicable
Coverage,C00011,E14,Edited,Finding,"2 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations.","Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00023,D26,Edited,Status,Gap,Not applicable
Coverage,C00023,E26,Edited,Finding,"2 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations.","Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
Coverage,C00024,D27,Edited,Status,Gap,Not applicable
Coverage,C00024,E27,Edited,Finding,"2 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations.","Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
Coverage,C00025,E28,Edited,Finding,"2 distinct manufacturer(s) documented against target 3. Other sampled sources were missing, inaccessible, insufficiently specific, or not selected as independent formulations.",1 distinct manufacturer(s) documented against target 3. Fiberon PA612-ESD (G064-02) duplicated PA612-ESD and was retired 2026-09-13.
Coverage,C00495,D498,Edited,Status,Evidence recorded,Not applicable
Coverage,C00495,E498,Edited,Finding,Published nozzle and bed profile available; check other setup fields individually.,"Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00496,D499,Edited,Status,Evidence recorded,Not applicable
Coverage,C00496,E499,Edited,Finding,"See specimen, direction, moisture, preparation and standard before comparing.","Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00497,D500,Edited,Status,Evidence recorded,Not applicable
Coverage,C00497,E500,Edited,Finding,"HDT, Tg and Vicat are not continuous-service ratings.","Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00498,D501,Edited,Status,Evidence recorded,Not applicable
Coverage,C00498,E501,Edited,Finding,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.,"Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00499,D502,Edited,Status,Gap,Not applicable
Coverage,C00499,E502,Edited,Finding,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.,"Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00500,D503,Edited,Status,Gap,Not applicable
Coverage,C00500,E503,Edited,Finding,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.,"Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00501,D504,Edited,Status,Gap,Not applicable
Coverage,C00501,E504,Edited,Finding,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction","Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00502,D505,Edited,Status,Limited comparability,Not applicable
Coverage,C00502,E505,Edited,Finding,At least one observation lacks specimen or conditioning information; no family aggregation performed.,"Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
Coverage,C00525,D528,Edited,Status,Evidence recorded,Not applicable
Coverage,C00525,E528,Edited,Finding,Published nozzle and bed profile available; check other setup fields individually.,"Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C00526,D529,Edited,Status,Evidence recorded,Not applicable
Coverage,C00526,E529,Edited,Finding,"See specimen, direction, moisture, preparation and standard before comparing.","Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C00527,D530,Edited,Status,Evidence recorded,Not applicable
Coverage,C00527,E530,Edited,Finding,"HDT, Tg and Vicat are not continuous-service ratings.","Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C00528,D531,Edited,Status,Evidence recorded,Not applicable
Coverage,C00528,E531,Edited,Finding,Some exposure or moisture evidence recorded; chemical conditions may remain unspecified.,"Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C00529,D532,Edited,Status,Evidence recorded,Not applicable
Coverage,C00529,E532,Edited,Finding,Evidence-specific finishing and use notes. Missing individual methods are not inferred.,"Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
Coverage,C00530,D533,Edited,Status,Evidence recorded,Not applicable
Coverage,C00530,E533,Edited,Finding,"1 in-stock regular-price observation(s), before tax/shipping","Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
