doc_key,url,polymer,quote,publisher,note
29baaa34d6aa8066,https://fiberlogy.com/app/uploads/2026/05/FIBERLOGY_FIBERFLEX30D_SDS_EN.pdf,copolyester elastomer (TPC),"1.1. PRODUCT IDENTIFIER Fiberlogy FIBERFLEX 30D … 1,4-Benzenedicarboxylic acid, dimethyl ester, polymer with 1,4-butanediol and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl) 9078-71-1 >96",Fiberlogy (fiberlogy.com),"CONTRADICTION between Fiberlogy documents: the SDS (update 28.03.2025, section 3.2) names a terephthalate/1,4-butanediol/poly(oxy-1,4-butanediyl) copolyester, i.e. a copolyester elastomer (TPC class label is my mapping of that chemical name, not Fiberlogy's word); the product page https://fiberlogy.com/en/product/fiberflex-30d-filament-s2/ says 'FiberFlex 30D is a flexible TPU filament with a Shore hardness of 30D'. SDS is a scan with no text layer: read from the page image (checked visually) - needs a signed visual reading. Owner's call."
9196bd983c5f8483,https://fiberlogy.com/app/uploads/2026/05/FIBERLOGY_FIBERFLEX40D_SDS_EN.pdf,copolyester elastomer (TPC),"Fiberlogy FIBERFLEX 40D … 1,3-Benzenedicarboxylic acid, dimethyl ester, polymer with 1,4-butanediol, dimethyl 1,4-benzenedicarboxylate and …hydroxypoly(oxy-1,4-butanediyl) 9086-55-9 >96",Fiberlogy (fiberlogy.com),"CONTRADICTION between Fiberlogy documents: the SDS (section 3.2) names an isophthalate/terephthalate/1,4-butanediol/poly(oxy-1,4-butanediyl) copolyester, i.e. a copolyester elastomer (TPC label is my mapping of the chemical name); the product page https://fiberlogy.com/en/product/fiberflex-40d-filament-s2/ says 'FiberFlex 40D is a flexible TPU filament with a Shore hardness of 40D'. SDS is a scan with no text layer: read from the page image (checked visually) - needs a signed visual reading. Owner's call."
11a21e7bc7d68384,https://fiberlogy.com/en/product/fiberflexcf-filament-s2/,TPU,Fiberlogy FiberFlex CF is an advanced 3D printing filament that combines the flexibility of thermoplastic polyurethane (TPU) with the exceptional strength of carbon fiber.,Fiberlogy (fiberlogy.com),"Page also: 'FiberFlex CF contains 20% carbon fiber'. The SDS (FIBERLOGY_FIBERFLEXCF_SDS_EN.pdf, scanned) agrees: 'Thermoplastic Polyurethane >76; Carbon fiber 20'. Note the 30D/40D FiberFlex SDSs name a copolyester, not TPU."
6facf3dae24322de,https://fiberlogy.com/en/product/fiberwood-pla-filament/,PLA,FiberWood PLA Filament - Fiberlogy,Fiberlogy (fiberlogy.com),"PLA named only in the page title (and SKU '2S-PLA.FWOOD', category 'PLA FiberWood'); the description names no polymer. The SDS (FIBERLOGY_FIBERWOOD_SDS_EN.pdf, scanned) says only '- Biopolymer, - Filling additives, - Functional additives, - Dye additives'. Wood filler percentage not declared. Weak witness: owner may prefer to hold."
1610d9a916f3ba2e,https://fiberlogy.com/en/filaments/nylon-en/rnylon-en/,PA12,Fiberlogy rNylon is an innovative 3D printing filament made from 100% recycled nylon (PA12).,Fiberlogy (fiberlogy.com),"SDS (FIBERLOGY_RNYLON_SDS_EN.pdf, scanned, product identifier 'Fiberlogy R NYLON PA12') section 3.2: 'Polyamide 12 >94'. Recycled PA12."
6d1398debc6e8044,https://addnorth.imgix.net/assets/production/AN_SDS_KoltronG1_EN_27Oct2025_dVNg3Z.pdf,PVDF,Trade name: add:north Koltron G1 (all colors) … Poly-vinylidene fluoride copolymer Proprietary >90% None None (PVDF) Graphene 24937-79-9 <10%,Add North (addnorth.com asset host addnorth.imgix.net),"Add North SDS dated 27 Oct 2025, linked from addnorth.com's Koltron G1 product data. A PVDF copolymer, >90%, graphene <10%. The SDS gives CAS 24937-79-9 to the graphene line - worth a check (that number is usually PVDF's). The sheet is Add North's own TDS ('KOLTRON', density 1.8, Tg -34 C) hosted by Filament2Print (a shop)."
f0e4894683f2fc37,https://www.creatbot.com/filamentList/ultra-pa/,"PA (high-temperature polyamide, type not named)",CreatBot Ultra PA is a high-performance polyamide (nylon) engineering material for 3D printing.,CreatBot (creatbot.com),CONTRADICTION with current_reading PVA: CreatBot says polyamide. Family only; creatbot.com/en/filament/ calls it 'Ultra PA (High Temperature Polyamide) is a special high temperature nylon'; the PA type is not named. CreatBot's own TDS (same bytes as the Filament2Print copy) names no polymer.
2688570615b2eb82,https://assets.zyrosite.com/TzpHenCBtayzWo9S/sds-multi3d-electrifi-jFS8B5Ld5f3meG5N.pdf,"polyester (biodegradable polyester, type not named)",Product Name: Electrifi Conductive Polymer Composite … Copper Cu 7440-50-8 10-90 Biodegradable Polyester Trade secret 10-90,Multi3D Inc. (SDS linked from multi3dmaterials.com/products),Family only; copper 10-90% (range only). Multi3D also publishes a second SDS 'Electrifi Conductive Polyethylene Composite' (PE matrix) - the filament sheet does not say which; the polyester one is the 'Polymer Composite' product. Sheet names 'copper-filled thermoplastic' only.
eb2ae5932a890e1a,,,,igus (igus.com),"No maker witness found. igus product and news pages (igus.com/product/20269, 3d-printing/news/3d-printing-high-temperature-food-compliant) describe iglidur/iglide A350 only as a 'high-performance polymer' and compare it with PEEK ('Costs 50% less than a PEEK filament'). An igus SDS copy exists only on a shop (get3d.pl, HTTP 403) - not a witness."
4a90a1e5e22db834,,,,Nuterials (nuterials.com),"No polymer named. Nuterials says 'Biomaterial pellets based on a mixture of biodegradable binder and walnut shells' (nuterials.com); the sheet itself says 'Natural Polymer - Acts as a binder'. Pellets, not filament."
55c5008885043716,https://natureworksllc.com/getContentAsset/3f6b5450-a341-4f2e-8b7b-1ca3a5cb6c62/53ffd608-340f-457b-b656-6b8cc0000bd4/4032D-EU-SDS_12Jan2026.PDF?language=en,PLA,"Product name: INGEO BIOPOLYMER Product code: 4032D … 1,4-Dioxane-2,5-dione, 618-575-7 >98 … 3,6-dimethyl-1,4-dioxane-2,5-dione (Polylactide) 9051-89-2",NatureWorks (natureworksllc.com),"The sheet is NatureWorks' Ingeo 4032D resin TDS, attached by Filament2Print to 'PLA pellets (in powder) - Kai Parthy'; that the pellets are 4032D rests on the shop. The current_reading 'named' came from the shop page, which is not a witness. NatureWorks EU SDS dated 12 Jan 2026."
7825424c4ef71a62,https://www.formfutura.com/biofil-wood,PCL,BioFil - Wood is a PCL based 3D printer filament that contains an exceptionally high amount of wood particles.,FormFutura (formfutura.com),"The current_reading 'named' came from Filament2Print's page (a shop), not a witness. FormFutura's TDS says 'Unlike PLA-based filaments, BioFil - Wood is home compostable' (the reader's PLA hit). FormFutura files it under PCL (formfutura.com/filaments/pcl). polymers.csv has no PCL row yet (research note pcl-and-easy-pa.md). Wood percentage not declared."
9aa956a521425ddf,,,,,Not a material: the listing is the Revopoint POP 4 3D scanner (filament2print.com '3d-scanners' category); the attachment is a scanner document. No polymer to witness; the document should probably leave the corpus.
4dbd9afc97cc4217,https://powdermonkeys.de/en/2024/12/02/new-3d-printing-powder-monkey-repa12-50-8-gb/,PA12,New 3D-Printing Powder Monkey RePA12 50-8 GB PowderMonkeys offers a brand new sturdy PA12 Version. This Refurbished and optimized RePA12 is additionally enforced with … glass beads.,PowderMonkeys (powdermonkeys.de),"Not a filament: an SLS powder (the sheet, scanned, reads 'Thermoplastic Polyamid 12 powder for the application in selective lasersintering Process'). Glass-bead filled, refurbished PA12. The product label 'Thermal properties' in the input is a misread heading."
23bf73df25dcd63c,https://fillamentum.com/wp-content/uploads/2020/10/SDS_Flexfill-TPE-90A_EN.pdf,TPE (PP + SEBS blend),Product name: Fillamentum Flexfill TPE 90A … Composition containing polypropylene and styrene-ethylene-butadiene-styrene block copolymer with additives.,Fillamentum (fillamentum.com),"Blend of PP and SEBS (no ratio). Product page agrees at class level: 'Flexible material based on polyolefinic thermoplastic elastomer with hardness 90 Shore A'. The sheet's 'TPU' mention is a pointer to Flexfill TPU, not this product's polymer."
d0f7e567eecaf673,https://fillamentum.com/wp-content/uploads/2020/10/SDS_Flexfill-TPE-96A_EN-1.pdf,TPE (PP + SEBS blend),Product name: Fillamentum Flexfill TPE 96A … Composition containing polypropylene and styrene-ethylene-butadiene-styrene block copolymer with additives.,Fillamentum (fillamentum.com),"Blend of PP and SEBS (no ratio); SDS rev 5.12.2019/1, identical to the 90A SDS apart from the name. Product page: 'Semi-flexible material based on polyolefinic thermoplastic elastomer with hardness 96 Shore A'."
4cff0dfc0c42e485,https://fillamentum.com/collections/nylon-filament/nylon-cf15-carbon-filament/,PA12,This filament is made of polyamide 12 reinforced with 15 % of milled carbon fibers.,Fillamentum (fillamentum.com),Maker documents differ in precision: the SDS (fillamentum.com/wp-content/uploads/2020/10/SDS_Nylon-CF15-Carbon_EN.pdf) says 'compound made of polyamide blend and carbon milled fibres'. The product page is more specific (PA12). 15% milled carbon fibre.
1c4020f8343d14d7,https://fillamentum.com/wp-content/uploads/2020/10/SDS_Nylon-FX256_EN.pdf,"PA (polyamide, type not named)",PRODUCT NAME: Fillamentum Nylon FX256 … SECTION 3: COMPOSITION/INFORMATION ON INGREDIENTS Chemical nature: compound based on polyamide,Fillamentum (fillamentum.com),Family only; PA type not named on the SDS (rev 4.7.2019/2) or the product page ('Lower moisture absorption than other types of polyamide').
0bc016140a8e4346,,,,Fillamentum (fillamentum.com),"No specific polymer named. Product page (fillamentum.com/collections/timberfill-filament/): 'Filament made of biopolymers containing fibers from real wood' and, in its own comparison table, Polymer base 'mixture of biopolymers filled with 15% of natural fibers' - where the PLA products in the same table say 'polyactic acid'. SDS (MSDS-TIMBERFILL-2.pdf): 'The product is a mixture of several polymers.' Spruce fibre, 15%."
36bdc5d8f5c3688c,https://after-support.flashforge.jp/uploads/datasheet/tds/TPE_TDS_JP.pdf,TPE,熱融解型3Dプリンター用熱可塑性エラストマー(TPE)フィラメント FABRIAL™-R 材質 熱可塑性エラストマー(TPE),Flashforge Japan (after-support.flashforge.jp),"Class only ('material: thermoplastic elastomer (TPE)'); this is the sheet itself, in Japanese, which the reader did not map. The product is named FABRIAL™-R on the sheet. The Japanese SDS (TPE_SDS_JP.pdf, same site) gives '熱可塑性エラストマー ９８％以上' with 化学式 (chemical formula) and CAS '非公開' (not disclosed) - chemistry (TPU/SEBS/TPO...) not published."
https://formfutura.sharepoint.com/sites/downloads/Shared%20Documents/Downloads%20Server/Materials/Filaments/FormFutura%20Filaments/Crystal%20Flex/Data%20Sheets%20and%20Declarations/TDS%20-%20Crystal%20Flex.pdf,http://web.archive.org/web/20251110101840/http://www.formfutura.com/crystal-flex,SBC (styrene-butadiene copolymer),"Crystal Flex is a very clear filament, resilient and semi-flexible filament. Its formulation is based on an SBC (Styrene-Butadiene Copolymer) compound.","FormFutura (formfutura.com, archived copy)","The live page formfutura.com/crystal-flex returns HTTP 500 today, so the witness is the Wayback copy of 10 Nov 2025 of FormFutura's own page (same page also says 'Crystal Flex is a SBC type of 3D printer filament'). polymers.csv probably has no SBC row. FormFutura's SharePoint (the sheet's host) answers 403 without login."
https://formfutura.sharepoint.com/sites/downloads/Shared%20Documents/Downloads%20Server/Materials/Filaments/Partner%20Materials/Copper%203D/MDflex/Data%20Sheets%20and%20Declarations/TDS%20MDflex.pdf,,,,Copper3D (copper3d.com - HTTP 503),"Maker's site unreachable (copper3d.com/producto/mdflex/ returns 503, Retry-After 172800). Only the distributor FormFutura says it: formfutura.com/md-flex 'MD Flex is a flexible TPU type of 3D printer filament enhanced with a patented nano-copper composite' and 'developed with a high-quality TPU 98A compound' - FormFutura is the seller here, not the maker, so not a witness under the rule."
https://formfutura.sharepoint.com/sites/downloads/Shared%20Documents/Downloads%20Server/Materials/Filaments/FormFutura%20Filaments/SKULPT/Data%20Sheets%20and%20Declarations/TDS%20-%20SKULPT.pdf,,,,Thibra3D (thibra.com - unreachable) / FormFutura (distributor),"No maker witness. SKULPT is made by Thibra3D and sold by FormFutura ('Thibra3D SKULPT'); thibra.com does not answer; its archived product-info page (web.archive.org, 8 Dec 2025) describes 'a unique sculptable filament' without naming a polymer. FormFutura's SharePoint documents answer 403 without login."
58a9c5673b437051,,,,Markforged (markforged.com),"No matrix polymer named for Continuous Carbon Fiber. markforged.com/materials/continuous-fibers/continuous-carbon-fiber: 'Carbon Fiber is Markforged’s unique, ultra-high-strength Continuous Fiber — when laid into a Composite Base material like Onyx'. It is a reinforcement laid inside a base filament, not a stand-alone polymer filament; the shared Composites datasheet names polymers only for the bases ('Onyx is a micro carbon fiber filled nylon'). Markforged SDS not found on its datasheets page."
2f2c62d7166497db,https://markforged.com/materials/plastics/onyx-gf,"PA (nylon, type not named)",Onyx GF™ is a chopped-glass-fiber-filled nylon filament built for industrial tooling and end-use parts,Markforged (markforged.com),Family only; nylon type not named. The Onyx GF datasheet (the sheet) says the same ('Onyx GF is a chopped-glass-fiber-filled nylon filament') and publishes dry/conditioned/wet columns. Glass-fibre percentage not stated.
3013db7322e8f00c,https://www.matterhackers.com/store/l/pro-series-nylon/sk/MCR8GQZT,PA6/PA66 blend,Black PRO Series Nylon Filament - 1.75mm (0.75kg) | MatterHackers … Nylon Grade: PA6 / PA66 blend Density: 1.14 g/cm3,MatterHackers (maker of its own PRO Series; matterhackers.com),"MatterHackers is the maker here (own PRO Series brand). Note it says a PA6/PA66 blend, not a 6/66 copolyamide; the database's PA6/66 identity is a copolyamide - owner's call whether a blend maps there."
a80747a91f959f9a,https://www.matterhackers.com/store/l/nylong-glass-fiber-filament/sk/M34G0FP3,PA12,White NylonG Glass Fiber Filament - 1.75mm (0.5kg) | MatterHackers … Nylon Grade: Polyamide 12 Glass-fill Percentage: 15%,MatterHackers (maker of NylonG; matterhackers.com),"PA12 + 15% glass fibre, from the product page's specification list."
7f21e8cf8dd591fd,https://www.matterhackers.com/store/l/pro-series-carbon-fiber-nylon/sk/MAA0QTHX,PA12,PRO Series PA CF (Carbon Fiber Nylon) Filament - 1.75mm (0.5kg) … Nylon Grade: Polyamide 12 Carbon Fill: 20%,MatterHackers (maker of its own PRO Series; matterhackers.com),PA12 + 20% carbon fibre; page breadcrumb also files it under 'Nylon PA12 Filament'.
https://nanovia.tech/en/ref/nanovia-flex-v0/,,,,Nanovia (nanovia.tech),"No polymer named. Product page: 'Nanovia Flex V0, is a flexible Shore 90A/40D fire retardant 3D printer filament' - no base polymer; its security chart link (/media/ref/pc-v0/nanovia-flex-v0-msds.pdf) returns 404; the RoHS certificate names no material."
https://nanovia.tech/en/ref/nanovia-flex-b4c/,,,,Nanovia (nanovia.tech),"No polymer named. Product page: 'Combined with an industrial polymer' and 'mechanically similar to polypropylene' (a comparison, not a composition); 25 wt% boron carbide. No SDS linked; RoHS certificate names no material."
https://nanovia.tech/en/ref/nanovia-flex-vx/,,,,Nanovia (nanovia.tech),"No polymer named. SDS https://nanovia.tech/media/nanovia-flex-vx-msds.pdf (FR, 2020) section 3.2 lists only copper(II) oxide <0.40%; the page says only 'flexible filament', Shore 32D, Tg -32 C. Nanovia groups it with Istroflex at Shore D 44."
https://nanovia.tech/en/ref/nanovia-istroflex/,https://nanovia.tech/media/ref/istroflex/nanovia-istroflex-msds.pdf,"polyester (modified polyester alloy, type not named)",Chemical name: Thermoplastic alloy incl. Oyster shell powder … 3.2 MIXTURES Modified Polyester alloy and oyster shell powder.,Nanovia (nanovia.tech),"Family only: no specific polyester named. Product page: 'cosmetic grade oyster powder … combined in a biodegradable polymer matrix', 'Compostable according to norm EN 13432'. Oyster-shell filler, no percentage."
https://nanovia.tech/en/ref/nanovia-mt-316l/,,,,Nanovia (nanovia.tech),"No binder polymer named. SDS https://nanovia.tech/media/nanovia-mt-316l-msds.pdf gives 'Chemical name : Inox 316L' and 'CASE NUMBER: 409-21-2' - the same CAS Nanovia's SiC SDS gives for silicon carbide (likely a copy slip in the 316L SDS). Page: 88% mass / 54% volume steel, sintered without chemical debinding."
https://nanovia.tech/en/ref/nanovia-pa-fi/,https://nanovia.tech/en/ref/nanovia-pa-fi/,"PA (polyamide, type not named)",Nanovia PA Food Industry (FI) is a 3D printer filament enriched with a metallic charge. … Polyamide (PA) resists temperatures of over 100 °C,Nanovia (nanovia.tech),"Family only; PA type not named. Page category 'PA (Polyamide)'; 'Polyamide is a semi-crystalline polymer'. Metallic (detectable) filler, no percentage. Security chart link (/media/nanovia-pa-fi-msds.pdf) returns 404."
https://nanovia.tech/en/ref/nanovia-cr-sic/,https://nanovia.tech/media/ref/cr-sic/nanovia-cr-sic-msds.pdf,"polyester (binder: 'Mixture of Polyesters', type not named)",Silicon Carbide (SiC) 409-21-2 206-991-8 87 Mixture of Polyesters Proprietary >10 Branched Polyolefin Proprietary < 2.5,Nanovia (nanovia.tech),"Ceramic sintering feedstock: the polymer is a binder, family only, plus <2.5% branched polyolefin. The SDS says SiC 87% while the product page says 'loaded at 71 % by mass'."
https://nanovia.tech/en/ref/nanovia-tpe-22d/,https://nanovia.tech/media/nanovia-tpe-22d-msds.pdf,TPE,Chemical name: Thermoplastic elastomer Nom chimique: Élastomère thermoplastique Trade name: TPE22D,Nanovia (nanovia.tech),"Class only (TPE); the chemistry (TPU, SEBS, TPC...) is not named; section 3 lists nothing. CONTRADICTION with current_reading ABS. Product page: 'Nanovia TPE 22D is a flexible filament of a shore hardness 22D / 70A'."
https://nanovia.tech/ref/tpe-22d/,https://nanovia.tech/media/nanovia-tpe-22d-msds.pdf,TPE,Chemical name: Thermoplastic elastomer Nom chimique: Élastomère thermoplastique Trade name: TPE22D,Nanovia (nanovia.tech),Same product as the /en/ref/nanovia-tpe-22d/ row (this is the French page). Class only (TPE); chemistry not named.
https://ninjatek.com/wp-content/uploads/Chinchilla-TDS.pdf,https://ninjatek.com/wp-content/uploads/NinjaTek_Chinchilla_SDS_US.pdf,TPE + thermoplastic polyester elastomer (blend),Product Name: NinjaTek® Chinchilla™ … Thermoplastic elastomer … 48.5 – 50 … Thermoplastic polyester elastomer … 48.5 – 50,NinjaTek / Fenner Precision Polymers (ninjatek.com),"CONTRADICTION with current_reading TPU: the SDS (03/30/2021) gives a ~50/50 blend of an unnamed 'Thermoplastic elastomer' and a 'Thermoplastic polyester elastomer' (TPC), plus TiO2 <=3.4% and a thermoplastic compound >5%; the product page says 'Created through a combination of premium TPE resins, Chinchilla’s proprietary blend', while NinjaTek's shop widget files it under 'TPU'. Not a single polymer."
8be852bd07325d98,https://colorfabb.com/xt-clear,co-polyester,"colorFabb_XT is a functional, engineering grade 3D printing filament based on Eastman Chemical Amphora 3D Polymer … Material: colorFabb_XT CO-POLYESTER",colorFabb (colorfabb.com),Sheet hosted by NinjaTek (reseller). Class only (co-polyester); colorFabb XT TDS: 'co-production with Eastman Amphora AM1800'.
0cb49f29e7b9ac7f,https://ninjatek.com/shop/eel/,TPU,"Eel™ TPU 3D printing filament is one of the only conductive, static dissipative and flexible materials on the market.",NinjaTek (ninjatek.com),"IDENTITY MISMATCH: the document is NinjaTek's Eel TDS ('Technical Specifications Eel 3D Printing Filament … Fully Conductive'), not NinjaFlex Edge - NinjaTek's Edge page (ninjatek.com/shop/edge/) links the Eel TDS by mistake. The witness here is for Eel. For Edge itself, NinjaTek's SDS (NinjaFlex_Edge_SDS_NA.pdf) lists only TiO2, talc and carbon black, and the page names no polymer (shop widget label 'TPE')."
d7211f580c38f882,https://colorfabb.com/pa-cf-low-warp,"PA (polyamide, type not named)",PA-CF low warp The PA-CF Low Warp is a one of a kind polyamide formulation with the ability to print nearly warp free on non heated buildplatforms.,colorFabb (colorfabb.com),CONTRADICTION with current_reading PET: colorFabb says polyamide (carbon-fibre filled). Family only; PA type not named. Sheet hosted by NinjaTek (reseller).
https://drive.google.com/file/d/1SmKn9yDfEWdgjZGdPaeDpQ8je57Egjdh/view?usp=drive_link,,,,QIDI (qidi3d.com),"No polymer named. QIDI S-White is a breakaway support material; the sheet (TDS v3.0, 03.2023) and us.qidi3d.com/products/qidi-tech-s-white-support-filament describe only function ('Quick-Remove Support Material', 'moderate bond strength to the main material such as PA12-CF'). The sheet's PET/ABS/PETG/PLA hits are its list of compatible QIDI materials, not its own polymer."
8992b2383e8d5a73,,,,BASF Forward AM (forward-am.com),"No binder polymer named. Product page: 'a state-of-the-art metal-polymer composite containing approximately 90% highly-refined metal particles, combined with thermoplastic binders'. The input's source page is Shop3D Canada (a shop); the TDS itself is BASF's (forward-am.com/wp-content/uploads/2021/01/Ultrafuse_316L_TDS_EN_v1.1.pdf)."
9a2c77aa94eba1ad,,,,Spectrum (spectrumfilaments.com),"No polymer named. SDS (en_msds_greenypro.pdf, section 3.2): 'Product based on biopolymers with the addition of coloring agent, functional and filling agents.' Product page only compares it to PLA ('much higher impact resistance compared to standard PLA filaments'). Same finding as research/unnamed-polymers.md."
27fb63eeafcc72e6,,,,Spectrum (spectrumfilaments.com),"Family only, and only through the product name 'ThermaTech PA' and the shop taxonomy (PA). SDS (en_msds_spectrum_thermatech_pa.pdf, 20.09.2024) section 3.2 names nothing. Product page names the filler: 'By incorporating a special ceramic filler' and 'alignment of boron nitride particles'. PA type (6 or 12) not published - see research/unnamed-polymers.md."
https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/antero-800na/mds_fdm_antero-800na_0825a.pdf?v=4a4973,https://www.stratasys.com/en/materials/materials-catalog/fdm-materials/antero-800na/,PEKK,Antero 800NA PEKK-Based FDM Thermoplastic Antero 800NA is a PEKK-based FDM polymer with excellent physical and mechanical properties,Stratasys (stratasys.com),CONTRADICTION with current_reading PPA (narrowed on melting point): Stratasys says PEKK-based. Page title: 'Antero 800NA: A PEKK-Based 3D Printing Material'.
https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/st-130/mss_fdm_st130_1016a.pdf?v=48e19f,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/fdm-support-material/sds-400639_ver3_01_british-english_eghs_sr-100_sr-110_st130-soluble-support-material.pdf?v=48e23d,acrylic copolymer (type not named),Product Name SR-100 Soluble Support Material SR-110 Soluble Support Material ST130 … Synonyms Acrylic copolymer,Stratasys (stratasys.com),"Class only. One SDS (rev 3.01, 03-Aug-2020) covers SR-100, SR-110 and ST130 together; section 3.2 lists no ingredient. ST-130 is a soluble sacrificial tooling material, not a structural filament (product page: 'a soluble material used to make sacrificial 3D printed molds')."
https://www.stratasys.com/contentassets/6729604c61704654ac5c0392276a2d57/mds_fdm_diran410mf07_0224a-1.pdf?v=4aa22c,https://www.stratasys.com/en/materials/materials-catalog/fdm-materials/diran-410mf07/,"PA (nylon-based, type not named)","Diran 410MF07 Durable, Nylon-Based FDM Thermoplastic … Diran 410MF07 is a durable, nylon-based thermoplastic.",Stratasys (stratasys.com),Family only. The Stratasys datasheet (the sheet itself) adds 'mineral-filled 7% by weight'. No PA type named; 'nylon-based' may mean a blend.
https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/nylon-12cf/mds_fdm_nylon-12cf_0925a.pdf?v=4ab50f,https://www.stratasys.com/en/materials/materials-catalog/fdm-materials/nylon-12cf/,PA12,"FDM Nylon 12CF (carbon fiber) combines nylon 12 base polymer with chopped carbon fiber, 35% by weight.",Stratasys (stratasys.com),PA12 + 35 wt% chopped carbon fibre.
https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/nylon-cf10/redesign/fdm-nylon-cf10-material-datasheet.pdf?v=4ac731,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/nylon-cf10/redesign/fdm-nylon-cf10-material-datasheet.pdf?v=4ac731,"PA (blended nylon, type not named)",FDM Nylon-CF10 is a composite material combining a blended nylon polymer with 10% chopped carbon fiber (by weight),Stratasys (stratasys.com),"Family only: a nylon blend, components not named. This is the sheet itself (it does name the family). Product page: 'FDM Nylon-CF10 is a nylon carbon fiber filament … than the nylon blend base material'."
https://support.makerbot.com/s/article/1667411002374,https://ultimaker.com/materials/method-series-nylon-carbon-fiber/,PA6/66,"Nylon 6/66 Carbon Fiber for Method series Print strong, heat-resistant metal replacement parts. Nylon (6/66) Carbon Fiber has the highest peak performance in all categories",UltiMaker (ultimaker.com; owner of MakerBot),Names 'Nylon (6/66)' without saying copolymer or blend; carbon fibre content not stated; page says '*This material has been discontinued'. That this page is the product the MakerBot support article (the sheet) describes rests on the name 'Nylon Carbon Fiber' for Method; a separate 'Nylon 12 Carbon Fiber' exists for Method X - do not confuse them.
41f036e425495065,,,,UltiMaker / MakerBot (ultimaker.com),"Family only, by product name: UltiMaker's Method series Nylon page and the MakerBot Specialty Nylon datasheet (ultimaker.com/wp-content/uploads/2023/12/MakerBot-Nylon-092020.pdf: 'MakerBot Specialty Nylon is an engineering-grade material that is optimized for high abrasion resistance') never name the polyamide type. MakerBot's Nylon SDS sits on support.makerbot.com (a script-rendered page that could not be read)."
eb1c6983d4096527,https://ysfilament.com/u_file/2206/14/file/YOUSUNylonMSDS-acd5.pdf,PA66 (SDS: adipic acid-hexamethylenediamine resin),Product name : YOUSU Nylon 3D FILMAENT … Adipic acid-hexamethylenediamine resin >98 … (CAS No.: 32131-17-2),Guangzhou Yousu 3D Technology (ysfilament.com),"CONTRADICTIONS: (1) current_reading PVA (narrowed on melting 224) - the maker says nylon; (2) the MSDS's chemical name and CAS 32131-17-2 are nylon 66 (PA66 label is my mapping of that name), but Yousu's own TDS (same revision 23/12/2020) prints 'Melt Point 224 ℃', far below polymers.csv's PA66 row (262) - the same SDS-CAS-vs-TDS pattern as SUNLU Easy PA (research/pcl-and-easy-pa.md). Product page names no PA type ('One kind of thermoplastic'). Owner's call."
https://ultimaker.com/materials/method-series-nylon/,,,,UltiMaker / MakerBot (ultimaker.com),"Family only, by product name: UltiMaker's Method series Nylon page and the MakerBot Specialty Nylon datasheet (ultimaker.com/wp-content/uploads/2023/12/MakerBot-Nylon-092020.pdf: 'MakerBot Specialty Nylon is an engineering-grade material that is optimized for high abrasion resistance') never name the polyamide type. MakerBot's Nylon SDS sits on support.makerbot.com (a script-rendered page that could not be read). The sheet for this row is the Method series Nylon page itself; its PLA/ABS/PC-ABS hits are the neighbouring materials listed on that page."
