table,record,action,field,before,after
sources,R-3D4MAKERS-TDS-Facilan-C8-Filament-v1-4,Added,,,
sources,D-FLASH-PVA-TDS-EN,Added,,,
sources,R-MATTERHACKERS-5lDr5K,Added,,,
sources,X-ECOMAX-SimuBone-TDS-v1,Added,,,
sources,R-COLORFABB-colorFabb-XT-Filament-TDS,Added,,,
sources,R-FABRU-220-Material-data-sheet-PVA-purefil,Added,,,
sources,R-YOUSU-YOUSUPVBTDS-9c2c,Added,,,
sources,S-POLYCN-PolyCast-TDS-V5-1,Added,,,
sources,R-EXTRUDR-flax-TDS-en,Added,,,
sources,D-SIRAYA-siraya-tech-rebound-peba-air-70a-95a-tds,Added,,,
sources,R-BIGREP-EWhVOcddlrlPg7E8EnfbuAEBF9-1smBh1nDh-WKBmBCTmA,Added,,,
sources,R-NANOVIA-PLA-Flax,Added,,,
sources,D-RAISE3D-Raise3D-Premium-PVA-TDS-V2-1-2021-06,Added,,,
sources,R-RECREUS-FILAFLEX-FOAMY-TECHNICAL-DATA-SHEET-TDS-2023,Added,,,
sources,R-MATTERHACKERS-eZ4iY1,Added,,,
sources,R-YOUSU-YOUSUPCTDS-535a,Added,,,
sources,R-3DJAKE-EN-TDS-PETG-Graphene-Strong,Added,,,
sources,S-PET-TDS-Atlas-Support,Added,,,
sources,R-FILAMENT2PRINT-BioFil-PCL,Added,,,
sources,D-RAISE3D-Raise3D-Industrial-PET-Support-TDS-V1,Added,,,
sources,R-EXTRUDR-wood-TDS-en,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-Nylon-AF80-Aramid,Added,,,
sources,R-COLORFABB-TDS-colorFabb-XT-CF20,Added,,,
sources,S-POLYCN-PolyWood-PIS-EN,Added,,,
sources,R-3DJAKE-EN-TDS-PLA-Graphene-LIGHT,Added,,,
sources,S-PEBA-eSUN-ePA-CF-Filament-TDS-V4-0,Added,,,
sources,R-3DJAKE-3DJake-easyPETG,Added,,,
sources,D-SIRAYA-rebound-peba-85a-filament-tds,Added,,,
sources,R-3DJAKE-EN-TDS-PLA-Graphene-STRONG,Added,,,
sources,R-RECREUS-Conductive-Filaflex,Added,,,
sources,R-COLORFABB-TDS-ColorFabb-StoneFill,Added,,,
sources,R-FABRU-10857-Material-datasheet-COC-flex-purefil-EN,Added,,,
sources,S-POLYCN-PolyDissolve-S1-PIS-EN,Added,,,
sources,R-COLORFABB-TDS-E-ColorFabb-HT,Added,,,
sources,S-PET-TDS-Pegasus-PP-GF,Added,,,
sources,S-POLYCN-Polylite-CosPLA-Version-B-EN-V5-3-20240123,Added,,,
sources,R-3DJAKE-EN-TDS-PETG-Graphene-Light,Added,,,
