check,level,severity,materialId,material,gradeId,measurementIds,property,value,expected,sourceId,locator,detail
B2-headline-condition,headline,medium,M011,PLA Metal,G011-01,V000189,hdt045,62 °C,"printed, dry, as-printed",B-pla-metal-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 h before testing
B2-headline-condition,headline,medium,M012,PLA Marble,G012-01,V000209,hdt045,56 °C,"printed, dry, as-printed",B-pla-marble-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 h before testing
B2-headline-condition,headline,medium,M013,PLA Sparkle,G013-01,V000230,hdt045,55 °C,"printed, dry, as-printed",B-pla-sparkle-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 hours before testing
B2-headline-condition,headline,medium,M014,PLA Wood,G014-01,V000249,hdt045,60 °C,"printed, dry, as-printed",B-pla-wood-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 h before testing
B2-headline-condition,headline,medium,M015,PLA Galaxy,G015-01,V000269,hdt045,55 °C,"printed, dry, as-printed",B-pla-galaxy-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 h before testing
B2-headline-condition,headline,medium,M016,PLA Glow,G016-01,V000288,hdt045,55 °C,"printed, dry, as-printed",B-pla-glow-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 h before testing
B2-headline-condition,headline,medium,M017,PLA Aero,G017-01,V000308,hdt045,53 °C,"printed, dry, as-printed",B-pla-aero-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 h before testing
B2-headline-condition,headline,medium,M018,PLA-CF,G018-01,V000329,hdt045,55 °C,"printed, dry, as-printed",B-pla-cf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 55 °C for 8 h before testing
B2-headline-condition,headline,medium,M022,PETG HF,G022-01,V000449,hdt045,69 °C,"printed, dry, as-printed",B-petg-hf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 75 °C for 8 h before testing
B2-headline-condition,headline,medium,M023,PETG Translucent,G023-01,V000469,hdt045,74 °C,"printed, dry, as-printed",B-petg-translucent-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 65 °C for 8 h before testing
B2-headline-condition,headline,medium,M024,PETG-CF,G024-01,V000490,hdt045,74 °C,"printed, dry, as-printed",B-petg-cf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 65 °C for 8 h before testing
B2-headline-condition,headline,medium,M027,ABS,G027-01,V000552,hdt045,87 °C,"printed, dry, as-printed",B-abs-filament-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M028,ABS-GF,G028-01,V000573,hdt045,99 °C,"printed, dry, as-printed",B-abs-gf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M031,ASA,G031-01,V000618,hdt045,100 °C,"printed, dry, as-printed",B-asa-filament-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M032,ASA Aero,G032-01,V000639,hdt045,85 °C,"printed, dry, as-printed",B-asa-aero-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M033,ASA-CF,G033-01,V000657,hdt045,110 °C,"printed, dry, as-printed",B-asa-cf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M036,PC FR,G036-01,V000704,hdt045,113 °C,"printed, dry, as-printed",B-pc-fr-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M048,PAHT-CF,G048-01,V000902,hdt045,194 °C,"printed, dry, as-printed",B-paht-cf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M050,PA6-CF,G050-01,V000928,hdt045,186 °C,"printed, dry, as-printed",B-pa6-cf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,medium,M067,PET-CF,G067-01,V001270,hdt045,205 °C,"printed, dry, as-printed",B-pet-cf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition,headline,low,M004,PLA Lite,G004-01,V001903,tensileStrengthXY,53.05 MPa,"printed, dry, as-printed",R-ESUN-PLA-LITE-PAGE,Mechanical Properties: Tensile Strength (XY),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M004,PLA Lite,G004-01,V001905,elongationXY,3.89 %,"printed, dry, as-printed",R-ESUN-PLA-LITE-PAGE,Mechanical Properties: Elongation at Break (XY),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M004,PLA Lite,G004-01,V001902,hdt045,53 °C,"printed, dry, as-printed",R-ESUN-PLA-LITE-PAGE,Physical Performance: Heat Distortion Temperature,headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M019,PLA-GF,G019-01,V000354,tensileModulusXY,3.79385 GPa,"printed, dry, as-printed",S-POLYCN-Polymaker-HT-PLA-GF-TDS-EN-V1-1,p. 4: Young's modulus (X-Y),headline specimen: specimen not stated; As printed
B2-headline-condition,headline,low,M019,PLA-GF,G019-01,V000356,tensileStrengthXY,50.09 MPa,"printed, dry, as-printed",S-POLYCN-Polymaker-HT-PLA-GF-TDS-EN-V1-1,p. 4: Tensile strength (X-Y),headline specimen: specimen not stated; As printed
B2-headline-condition,headline,low,M019,PLA-GF,G019-01,V000358,elongationXY,2.77 %,"printed, dry, as-printed",S-POLYCN-Polymaker-HT-PLA-GF-TDS-EN-V1-1,p. 4: Elongation at break (X-Y),headline specimen: specimen not stated; As printed
B2-headline-condition,headline,low,M019,PLA-GF,G019-01,V000350,hdt045,75.5 °C,"printed, dry, as-printed",S-POLYCN-Polymaker-HT-PLA-GF-TDS-EN-V1-1,p. 3: Heat deflection temperature,headline specimen: specimen not stated; As printed
B2-headline-condition,headline,low,M034,ASA-GF,G034-03,V001982,hdt045,98 °C,"printed, dry, as-printed",R-IPCON-ASA-GF-TDS,Filament's properties: Heat deflection temperature,headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M042,TPU 90A,G042-01,V000810,tensileModulusXY,0.0053 GPa,"printed, dry, as-printed",B-TPU-SOFT-TDS-4,p. 2: Young's Modulus (X-Y),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M042,TPU 90A,G042-01,V000812,tensileStrengthXY,12.5 MPa,"printed, dry, as-printed",B-TPU-SOFT-TDS-4,p. 2: Tensile Strength (X-Y),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M042,TPU 90A,G042-01,V000814,elongationXY,650 %,"printed, dry, as-printed",B-TPU-SOFT-TDS-4,p. 2: Breaking Elongation Rate (X-Y),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M043,TPU 85A,G043-01,V000826,tensileModulusXY,0.0068 GPa,"printed, dry, as-printed",B-TPU-SOFT-TDS-5,p. 2: Young's Modulus (X-Y),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M043,TPU 85A,G043-01,V000828,tensileStrengthXY,12 MPa,"printed, dry, as-printed",B-TPU-SOFT-TDS-5,p. 2: Tensile Strength (X-Y),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M043,TPU 85A,G043-01,V000830,elongationXY,700 %,"printed, dry, as-printed",B-TPU-SOFT-TDS-5,p. 2: Breaking Elongation Rate (X-Y),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M045,PEBA,G045-01,V000845,elongationXY,520 %,"printed, dry, as-printed",S-PEBA-PEBA90A-TDS-en,p. 1: Elongation atBreak (XY-axis),headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M064,PA-ESD,G064-01,V001207,hdt045,142 °C,"printed, dry, as-printed",X-3DXSTAT-ESD-PA12-TDS-v1,p. 1: Deflection Temperature at 0.45,headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M069,PPA,G069-01,V002224,hdt045,103 °C,"printed, dry, as-printed",S-PPA-TDS,p. 1: Heat Deflection Temperature (as printed),headline specimen: specimen not stated; As printed
B2-headline-condition,headline,low,M071,PPA-GF,G071-01,V001326,hdt045,227 °C,"printed, dry, as-printed",D-IPCON-PPA,p. 1: Heat Deflection Temperature,headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M074,PPS-GF,G074-01,V001378,hdt045,241 °C,"printed, dry, as-printed",S-PPSGF-TDS-0,p. 1: Heat Deflection Temperature,headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M082,PP,G082-02,V001501,hdt045,92 °C,"printed, dry, as-printed",I-PP-TDS,p. 1: HeatDeflectionTemperature,headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M089,CPE,G089-01,V001954,hdt045,80 °C,"printed, dry, as-printed",R-FILLAMENTUM-CPE-HG100-TDS,Thermal properties: Heat distortion temperature,headline specimen: specimen not stated; Not published
B2-headline-condition,headline,low,M093,PVB,G093-01,V001698,hdt045,63 °C,"printed, dry, as-printed",S-PVB-PVB-Prusament-TDS-2021-10-EN,p. 2: HDT,headline specimen: specimen not stated; Not published
B2-headline-condition-better-exists,headline,medium,M051,PA6-GF,G051-01,V000949,hdt045,182 °C,printed dry as-printed alternative(s): V001170=186,B-pa6-gf-TDS,p. 2: Heat Deflection Temperature,headline specimen: annealed; All the specimens were annealed and dried at 80 °C for 12 h before testing
B2-headline-condition-better-exists,headline,medium,M057,PA6/66,G057-01,V001021,hdt045,110.5 °C,printed dry as-printed alternative(s): V001051=140,S-POLYCN-PolyMide-CoPA-TDS-V5-2,p. 3: Heat deflection temperature,headline specimen: annealed; All specimens were annealed at 80˚C for 30min and dried for 48h prior to testing
C1-centre-outside-envelope,estimate,medium,M052,PA12,G052-01,,tensileStrengthXY,"likely 51.7-84.1, plausible 49.5-90.3 MPa",30-62,,,canScreen true; precision fair; strength this-material; 
C1-centre-outside-envelope,estimate,medium,M055,PA66,Not published,,density,"likely 1060-1140, plausible 1050-1160 kg/m³",1120-1170,,,canScreen true; precision good; strength this-material; 
C1-centre-outside-envelope,estimate,medium,M056,PA66-CF,Not published,,density,"likely 1070-1160, plausible 1050-1190 kg/m³",1140-1350,,,canScreen true; precision good; strength family; 
C1-centre-outside-envelope,estimate,medium,M081,HIPS,G081-01,,tensileStrengthXY,"likely 40.6-49.4, plausible 39.6-50.9 MPa",14-42,,,canScreen true; precision good; strength this-grade; 
C1-likely-range-outside-envelope,estimate,high,M083,PP-CF,G083-01,,tensileStrengthXY,"likely 78.9-94.6, plausible 77-97.3 MPa",20-75,,,canScreen true; precision good; strength this-grade; 
C1-plausible-tail-beyond-envelope,estimate,low,M046,TPC / TPEE,G046-01,,tensileModulusXY,"likely 0.00856-0.0487, plausible 0.00615-0.0677 GPa",0.02-1,,,canScreen true; precision poor; strength this-grade; ; tail low (a tail beyond physics blunts screening on that side)
C1-plausible-tail-beyond-envelope,estimate,low,M046,TPC / TPEE,G046-01,,elongationXY,"likely 196-1030, plausible 147-1370 %",80-900,,,canScreen true; precision poor; strength family; ; tail high (a tail beyond physics blunts screening on that side)
C1-plausible-tail-beyond-envelope,estimate,low,M052,PA12,G052-01,,tensileModulusXY,"likely 1.36-2.82, plausible 1.19-3.23 GPa",0.9-2.1,,,canScreen true; precision fair; strength this-material; ; tail high (a tail beyond physics blunts screening on that side)
C1-plausible-tail-beyond-envelope,estimate,low,M085,PE,G085-01,,hdt045,"likely 55.1-117, plausible 46-131 °C",40-90,,,canScreen true; precision poor; strength family; ; tail high (a tail beyond physics blunts screening on that side)
C1-plausible-tail-beyond-envelope,estimate,low,M086,OBC,G086-01,,tensileModulusXY,"likely 0.0109-0.214, plausible 0.00625-0.376 GPa",0.002-0.15,,,canScreen true; precision poor; strength family; ; tail high (a tail beyond physics blunts screening on that side)
C1-plausible-tail-beyond-envelope,estimate,low,M087,POM / Acetal,G087-02,,hdt045,"likely 84.4-149, plausible 53.2-163 °C",90-170,,,canScreen true; precision poor; strength this-material; ; tail low (a tail beyond physics blunts screening on that side)
C1-plausible-tail-beyond-envelope,estimate,low,M093,PVB,G093-01,,tensileModulusXY,"likely 1.2-3.03, plausible 1-3.61 GPa",1-2.4,,,canScreen true; precision poor; strength this-grade; ; tail high (a tail beyond physics blunts screening on that side)
C2-ordering-data,headline,low,M018,PLA-CF vs PLA,,V000331;V000003,tensileModulusXY,PLA-CF 2.79 (known) vs PLA 2.87 (known),filled stiffness above unfilled,,,filled stiffness below unfilled
C2-ordering-data,headline,low,M018,PLA-CF vs PLA,,V000323;V000001,density,PLA-CF 1220 (known) vs PLA 1240 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M024,PETG-CF vs PETG,,V000484;V000382,density,PETG-CF 1250 (known) vs PETG 1280 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M024,PETG-CF vs PETG,,V000496;V000385,elongationXY,PETG-CF 10.4 (known) vs PETG 8 (known),filled elongation above unfilled,,,filled elongation above unfilled
C2-ordering-data,headline,low,M033,ASA-CF vs ASA,,V000653;V000612,density,ASA-CF 1020 (known) vs ASA 1050 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M038,PC-GF vs PC,,V001829;V000677,density,PC-GF 1180 (known) vs PC 1200 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M050,PA6-CF vs PA6,,V000922;V000917,density,PA6-CF 1090 (known) vs PA6 1250 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M051,PA6-GF vs PA6,,V000943;V000917,density,PA6-GF 1140 (known) vs PA6 1250 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M067,PET-CF vs PET,,V001264;V001753,density,PET-CF 1290 (known) vs PET 1340 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M073,PPS-CF vs PPS,,V001353;V001339,density,PPS-CF 1260 (known) vs PPS 1280 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-data,headline,low,M090,CPE-CF vs CPE,,V001676;V001947,density,CPE-CF 1160 (known) vs CPE 1250 (known),filled density above unfilled,,,filled density below unfilled
C2-ordering-estimate,estimate,medium,M051,PA6-GF vs PA6,,V000951,tensileModulusXY,PA6-GF 2.85 (known) vs PA6 3.18 (estimate),filled stiffness above unfilled,,,filled stiffness below unfilled
C2-ordering-estimate,estimate,medium,M059,PA612-CF vs PA612,,V001052,density,PA612-CF 1030 (known) vs PA612 1060 (estimate),filled density above unfilled,,,filled density below unfilled
C2b-headline-modulus-vs-shore,estimate,medium,M045,PEBA,G045-01,,tensileModulusXY,0.0728 GPa (estimate),Shore 90A -> 20.8 MPa,,,
C2b-modulus-vs-shore,measurement,high,M040,TPU for AMS,G040-01,V000775,Tensile modulus,1.19 GPa,Shore 68D -> 208 MPa (Gent/Qi); ratio 5.73,B-tpu-for-ams-TDS,p. 2: Young's Modulus (X-Y),"a printed elastomer bar is not stiffer than its hardness relation allows; >3x suggests a misread, a secant/flexural basis, or a wrong hardness"
C2b-modulus-vs-shore,measurement,high,M045,PEBA,G045-01,V000841,Flexural modulus,0.08 GPa,Shore 90A -> 20.8 MPa (Gent/Qi); ratio 3.84,S-PEBA-PEBA90A-TDS-en,p. 1: Flexural Modulus,"a printed elastomer bar is not stiffer than its hardness relation allows; >3x suggests a misread, a secant/flexural basis, or a wrong hardness"
C2c-shore-order-inverted,headline,low,M043;M042,TPU 85A vs TPU 90A,,V000826;V000810,tensileModulusXY,85A 6.8 MPa > 90A 5.3 MPa,softer Shore -> lower modulus,,,Bambu Lab
C3-likely-range-too-wide,estimate,medium,M040,TPU for AMS,G040-01,,tensileModulusXY,"likely 0.0206-0.116, plausible 0.0148-0.161 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 5.63
C3-likely-range-too-wide,estimate,medium,M046,TPC / TPEE,G046-01,,tensileModulusXY,"likely 0.00856-0.0487, plausible 0.00615-0.0677 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 5.69
C3-likely-range-too-wide,estimate,medium,M086,OBC,G086-01,,tensileModulusXY,"likely 0.0109-0.214, plausible 0.00625-0.376 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength family; ; width 19.6
C3-likely-range-too-wide,estimate,low,M008,PLA Silk,G008-01,,elongationXY,"likely 1.32-9.07, plausible 0.945-12.7 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength family; ; width 6.87
C3-likely-range-too-wide,estimate,low,M045,PEBA,G045-01,,tensileModulusXY,"likely 0.0384-0.138, plausible 0.0301-0.176 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 3.59
C3-likely-range-too-wide,estimate,low,M046,TPC / TPEE,G046-01,,tensileStrengthXY,"likely 10.4-41.8, plausible 8.62-50.8 MPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength family; ; width 4.02
C3-likely-range-too-wide,estimate,low,M046,TPC / TPEE,G046-01,,elongationXY,"likely 196-1030, plausible 147-1370 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength family; ; width 5.26
C3-likely-range-too-wide,estimate,low,M049,PA6,G049-01,,tensileModulusXY,"likely 1.96-5.15, plausible 1.63-6.18 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 2.63
C3-likely-range-too-wide,estimate,low,M049,PA6,G049-01,,elongationXY,"likely 6.16-43.7, plausible 4.38-61.4 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 7.09
C3-likely-range-too-wide,estimate,low,M064,PA-ESD,G064-01,,elongationXY,"likely 2.46-12.9, plausible 1.85-17.1 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 5.24
C3-likely-range-too-wide,estimate,low,M076,BVOH,G076-01,,elongationXY,"likely 3.83-29.3, plausible 2.69-41.7 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 7.65
C3-likely-range-too-wide,estimate,low,M085,PE,G085-01,,elongationXY,"likely 5.1-34.7, plausible 3.65-48.4 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 6.8
C3-likely-range-too-wide,estimate,low,M085,PE,G085-01,,hdt045,"likely 55.1-117, plausible 46-131 °C",hi-lo <= 60 (fair),,,canScreen true; precision poor; strength family; ; width 61.9
C3-likely-range-too-wide,estimate,low,M087,POM / Acetal,G087-02,,hdt045,"likely 84.4-149, plausible 53.2-163 °C",hi-lo <= 60 (fair),,,canScreen true; precision poor; strength this-material; ; width 64.6
C3-likely-range-too-wide,estimate,low,M091,CoPE,G091-02,,elongationXY,"likely 4.95-38.9, plausible 3.47-55.5 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength family; ; width 7.86
C3-likely-range-too-wide,estimate,low,M093,PVB,G093-01,,tensileModulusXY,"likely 1.2-3.03, plausible 1-3.61 GPa",hi/lo <= 2.5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 2.52
C3-likely-range-too-wide,estimate,low,M093,PVB,G093-01,,elongationXY,"likely 6.24-40, plausible 5.06-56.8 %",hi/lo <= 5 (fair),,,canScreen true; precision poor; strength this-grade; ; width 6.41
C6-hdt-estimate-above-own-vicat,estimate,low,M035,PC,G035-01,V000681,hdt045,"likely 118-132, plausible 109-141 °C",<= own Vicat 119 + 15 °C (unfilled: a 1 mm² needle under 10-50 N softens no later than a bar under 0.45 MPa),,,
C6-hdt-estimate-near-tm-unfilled,estimate,low,M085,PE,G085-01,,hdt045,plausible 46-131 °C,< Tm 132 - 15 °C for an unfilled printed bar,,,the model caps heat deflection only at Tm (sd 6 °C); an unfilled bar does not deflect within 15 °C of melting
C9-screen-range-narrow-vs-physics,screening,medium,M008,PLA Silk,G008-01,,elongationXY,screen 0.945-12.7 %; ownShare 0; 0 evidence items,envelope 0.24-90,,,"screens '>=' requirements above 12.7 and '<=' requirements below 0.945 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,medium,M086,OBC,G086-01,,tensileModulusXY,screen 0.00625-0.376 GPa; ownShare 0; 0 evidence items,envelope 0.002-0.15,,,"screens '<=' requirements below 0.00625 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,medium,M091,CoPE,G091-02,,elongationXY,screen 3.47-55.5 %; ownShare 0; 0 evidence items,envelope 2-300,,,"screens '>=' requirements above 55.5 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M049,PA6,G049-01,,elongationXY,screen 4.38-61.4 %; ownShare 0.55; 1 evidence items,envelope 0.08-350,,,"screens '>=' requirements above 61.4 and '<=' requirements below 4.38 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M052,PA12,G052-01,,elongationXY,screen 30-79.3 %; ownShare 0.18; 2 evidence items,envelope 4-400,,,"screens '>=' requirements above 79.3 and '<=' requirements below 30 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M055,PA66,Not published,,elongationXY,screen 7.13-34.7 %; ownShare 0.14; 1 evidence items,envelope 3-300,,,"screens '>=' requirements above 34.7 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M055,PA66,Not published,,hdt045,screen 58.4-191 °C; ownShare 0.35; 1 evidence items,envelope 65-240,,,"screens '>=' requirements above 191 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M058,PA612,Not published,,elongationXY,screen 7.24-27.7 %; ownShare 0.1; 1 evidence items,envelope 4-300,,,"screens '>=' requirements above 27.7 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M064,PA-ESD,G064-01,,tensileModulusXY,screen 3.37-9.08 GPa; ownShare 0.59; 2 evidence items,envelope 0.81-10.8,,,"screens '<=' requirements below 3.37 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M064,PA-ESD,G064-01,,elongationXY,screen 1.85-17.1 %; ownShare 0.48; 1 evidence items,envelope 0.3-400,,,"screens '>=' requirements above 17.1 and '<=' requirements below 1.85 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M082,PP,G082-02,,tensileModulusXY,screen 0.807-2.4 GPa; ownShare 0.31; 1 evidence items,envelope 0.3-1.8,,,"screens '<=' requirements below 0.807 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M082,PP,G082-02,,elongationXY,screen 14.3-118 %; ownShare 0.43; 1 evidence items,envelope 5-800,,,"screens '>=' requirements above 118 and '<=' requirements below 14.3 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M089,CPE,G089-01,,elongationXY,screen 14.4-118 %; ownShare 0.43; 1 evidence items,envelope 2-300,,,"screens '>=' requirements above 118 and '<=' requirements below 14.4 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
C9-screen-range-narrow-vs-physics,screening,low,M090,CPE-CF,G090-01,,elongationXY,screen 3.44-28.7 %; ownShare 0.53; 2 evidence items,envelope 0.8-25,,,"screens '<=' requirements below 3.44 that physics alone would allow; the certification back-test holds on average, not for thinly evidenced identities"
D1-explore-kept-by-policy,screening,low,M040,TPU for AMS,G040-01,V000779,elongationXY,650,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 650 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M041,TPU 95A HF,G041-01,V000795,elongationXY,650,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 650 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M042,TPU 90A,G042-01,V000814,elongationXY,650,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 650 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M043,TPU 85A,G043-01,V000830,elongationXY,700,"envelope 100-1100 fails >= 2240 (worst margin x2.04, 3 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 700 to null % straddles the threshold
D1-explore-kept-by-policy,screening,low,M045,PEBA,G045-01,V000845,elongationXY,520,"envelope 150-1000 fails >= 2240 (worst margin x2.24, 5 thresholds)",,,known one-sided bound; status INDETERMINATE; Reported range 520 to null % straddles the threshold
D1-explore-kept-envelope-fails,screening,medium,M046,TPC / TPEE,G046-01,,tensileModulusXY,est 0.00856-0.0487 pl 0.00615-0.0677 screen 0.00615-0.0677,"envelope 0.02-1 fails <= 0.00784 (worst margin x2.55, 3 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 0.00856 to 0.0487 GPa (plausibly 0.00615 to 0.0677); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M052,PA12,G052-01,,tensileModulusXY,est 1.36-2.82 pl 1.19-3.23 screen 1.19-3.23,"envelope 0.9-2.1 fails >= 3.2 (worst margin x1.52, 18 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 1.36 to 2.82 GPa (plausibly 1.19 to 3.23); possible, but never enough to pass"
D1-explore-kept-envelope-fails,screening,medium,M052,PA12,G052-01,,tensileStrengthXY,est 51.7-84.1 pl 49.5-90.3 screen 35.4-93.8,"envelope 30-62 fails >= 91.8 (worst margin x1.48, 26 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 51.7 to 84.1 MPa would fail, but the family model alone (35.4 to 93.8 MPa) could meet it, and this estimate class is not certified to s"
D1-explore-kept-envelope-fails,screening,medium,M067,PET-CF,G067-01,V001270,hdt045,205,"envelope 65-100 fails >= 194 (worst margin x1.94, 42 thresholds)",,,known; status PASS; Published 205 °C
D1-explore-kept-envelope-fails,screening,medium,M073,PPS-CF,G073-01,V001359,hdt045,264,"envelope 90-140 fails >= 260 (worst margin x1.86, 27 thresholds)",,,known; status PASS; Published 264 °C
D1-explore-kept-envelope-fails,screening,medium,M074,PPS-GF,G074-01,V001378,hdt045,241,"envelope 90-140 fails >= 240 (worst margin x1.71, 23 thresholds)",,,known; status PASS; Published 241 °C
D1-explore-kept-envelope-fails,screening,medium,M082,PP,G082-02,,tensileModulusXY,est 0.938-2.07 pl 0.807-2.4 screen 0.807-2.4,"envelope 0.3-1.8 fails >= 2.4 (worst margin x1.33, 12 thresholds)",,,"estimate (screenable, not screened); status UNKNOWN; Not published. Estimated 0.938 to 2.07 GPa (plausibly 0.807 to 2.4); possible, but never enough to pass"
